CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
11219,MR.,CHARLES,COOK,02-12-1950,M,M,charles.cooknobethanalytics.com,60000,2,High School,Professional,Y
11220,MRS.,ERICA,HUANG,23-02-1950,M,F,erica.huangnobethanalytics.com,60000,2,Partial College,Professional,Y
11221,MR.,NATHAN,PERRY,10-06-1950,M,M,nathan.perrynobethanalytics.com,70000,4,Partial College,Professional,Y
11222,MRS.,ALEXANDRA,RIVERA,17-08-1950,M,F,alexandra.riveranobethanalytics.com,80000,3,Bachelors,Management,Y
11223,MRS.,HAILEY,PATTERSON,16-09-1951,S,F,hailey.pattersonnobethanalytics.com,70000,2,High School,Professional,Y
11224,MRS.,TIFFANY,LI,06-09-1951,S,F,tiffany.linobethanalytics.com,70000,2,High School,Professional,Y
11226,MRS.,SYDNEY,ROSS,27-09-1951,M,F,sydney.rossnobethanalytics.com,60000,2,Partial College,Professional,Y
11227,MR.,MARSHALL,CHAVEZ,12-08-1951,S,M,marshall.chaveznobethanalytics.com,60000,2,Partial College,Professional,Y
11228,MRS.,ASHLEY,JONES,19-04-1951,M,F,ashley.jonesnobethanalytics.com,60000,2,Partial College,Professional,Y
11229,MR.,ADRIAN,STEWART,03-12-1951,S,M,adrian.stewartnobethanalytics.com,70000,4,Partial College,Professional,Y
11230,MRS.,AMBER,TURNER,03-04-1951,M,F,amber.turnernobethanalytics.com,70000,4,Partial College,Professional,N
11231,MR.,DENNIS,ZHANG,14-11-1952,M,M,dennis.zhangnobethanalytics.com,60000,2,High School,Professional,Y
11232,MRS.,HAILEY,BRYANT,27-09-1952,M,F,hailey.bryantnobethanalytics.com,60000,3,High School,Professional,N
11233,MR.,TODD,LI,09-09-1952,M,M,todd.linobethanalytics.com,70000,4,Partial College,Professional,Y
11234,,ANNA,GRIFFIN,19-11-1952,S,NA,anna.griffinnobethanalytics.com,70000,4,Partial College,Professional,Y
11235,MR.,ANGEL,STEWART,08-02-1952,M,M,angel.stewartnobethanalytics.com,70000,4,Partial College,Professional,Y
11236,MR.,JEREMY,BUTLER,05-03-1952,S,M,jeremy.butlernobethanalytics.com,70000,5,Partial College,Professional,Y
11237,MR.,CLARENCE,ANAND,23-09-1958,S,M,clarence.anandnobethanalytics.com,130000,2,Bachelors,Management,N
11238,MRS.,MAYRA,PRASAD,10-08-1958,S,F,mayra.prasadnobethanalytics.com,130000,2,Bachelors,Management,N
11239,MRS.,LATOYA,GOEL,06-10-1958,M,F,latoya.goelnobethanalytics.com,130000,2,Partial College,Professional,N
11240,MRS.,ANNE,HERNANDEZ,11-12-1958,M,F,anne.hernandeznobethanalytics.com,160000,2,Partial College,Professional,Y
11241,MRS.,LISA,CAI,11-10-1957,S,F,lisa.cainobethanalytics.com,100000,2,Partial College,Professional,Y
11242,MR.,LARRY,MUNOZ,11-11-1957,M,M,larry.munoznobethanalytics.com,110000,2,Partial College,Professional,Y
11243,MRS.,ROBIN,ALVAREZ,09-10-1957,M,F,robin.alvareznobethanalytics.com,150000,2,Partial College,Professional,Y
11244,MRS.,ALEXIS,COLEMAN,26-11-1957,S,F,alexis.colemannobethanalytics.com,170000,2,Bachelors,Management,N
11245,MR.,RICKY,VAZQUEZ,27-10-1956,M,M,ricky.vazqueznobethanalytics.com,120000,3,High School,Professional,N
11247,MRS.,CLAUDIA,ZHOU,06-06-1956,S,F,claudia.zhounobethanalytics.com,130000,3,Partial College,Professional,N
11248,MR.,TRISTAN,ALEXANDER,26-03-1955,M,M,tristan.alexandernobethanalytics.com,110000,3,Partial College,Professional,Y
11249,MRS.,CINDY,PATEL,13-07-1955,M,F,cindy.patelnobethanalytics.com,130000,3,Partial College,Professional,Y
11250,MRS.,SHANNON,LIU,12-03-1955,M,F,shannon.liunobethanalytics.com,170000,3,High School,Professional,Y
11251,MR.,XAVIER,LONG,04-07-1932,S,M,xavier.longnobethanalytics.com,30000,4,High School,Professional,N
11252,MR.,NICHOLAS,THOMPSON,07-06-1932,S,M,nicholas.thompsonnobethanalytics.com,90000,3,Graduate Degree,Management,Y
11253,MR.,JOSÉ,HERNANDEZ,28-02-1933,M,M,josé.hernandeznobethanalytics.com,60000,2,Graduate Degree,Management,Y
11254,MR.,JOHNATHAN,VANCE,03-03-1933,M,M,johnathan.vancenobethanalytics.com,70000,4,Graduate Degree,Management,Y
11255,MR.,COLIN,LIN,04-04-1933,M,M,colin.linnobethanalytics.com,70000,4,Graduate Degree,Management,Y
11256,MRS.,KATELYN,HERNANDEZ,20-09-1933,M,F,katelyn.hernandeznobethanalytics.com,70000,4,Graduate Degree,Management,Y
11257,MRS.,JACQUELINE,POWELL,06-01-1933,S,F,jacqueline.powellnobethanalytics.com,120000,1,Graduate Degree,Management,Y
11258,MR.,XAVIER,HILL,28-06-1933,M,M,xavier.hillnobethanalytics.com,120000,1,Graduate Degree,Management,Y
11259,MRS.,VICTORIA,STEWART,27-03-1965,M,F,victoria.stewartnobethanalytics.com,100000,4,Partial College,Professional,Y
11260,MRS.,KATELYN,KELLY,12-04-1965,M,F,katelyn.kellynobethanalytics.com,110000,2,Bachelors,Management,Y
11261,MRS.,STEPHANIE,COLLINS,24-04-1965,M,F,stephanie.collinsnobethanalytics.com,130000,1,Graduate Degree,Management,Y
11262,MRS.,JENNIFER,SIMMONS,04-05-1964,M,F,jennifer.simmonsnobethanalytics.com,80000,4,Bachelors,Management,Y
11263,MRS.,TRINITY,RICHARDSON,11-09-1964,M,F,trinity.richardsonnobethanalytics.com,90000,5,Partial College,Professional,Y
11264,MR.,EDUARDO,MARTIN,17-06-1964,S,M,eduardo.martinnobethanalytics.com,90000,5,Partial College,Professional,N
11265,MRS.,ELIZABETH,JONES,13-07-1964,M,F,elizabeth.jonesnobethanalytics.com,90000,5,Partial College,Professional,Y
11266,MS.,TAYLOR,HOWARD,05-05-1964,S,F,taylor.howardnobethanalytics.com,90000,0,Partial College,Professional,N
11267,MR.,DAVID,DIAZ,02-10-1964,S,M,david.diaznobethanalytics.com,120000,4,Partial College,Professional,Y
11268,MRS.,KATELYN,CARTER,03-05-1964,M,F,katelyn.carternobethanalytics.com,130000,2,Graduate Degree,Management,Y
11269,MR.,RYAN,FOSTER,13-10-1964,M,M,ryan.fosternobethanalytics.com,130000,2,Graduate Degree,Management,Y
11270,MR.,ROBERT,LEE,04-05-1964,M,M,robert.leenobethanalytics.com,130000,2,Graduate Degree,Management,Y
11271,MRS.,DANIELLE,REED,05-06-1964,S,F,danielle.reednobethanalytics.com,150000,2,Bachelors,Management,N
11272,MRS.,LAUREN,MARTINEZ,10-11-1956,S,F,lauren.martineznobethanalytics.com,70000,4,Partial College,Professional,Y
11273,MR.,NATHAN,LAL,01-10-1956,M,M,nathan.lalnobethanalytics.com,90000,2,Partial College,Professional,Y
11274,MR.,KYLE,FOSTER,12-04-1934,M,M,kyle.fosternobethanalytics.com,50000,2,Graduate Degree,Management,Y
11275,MRS.,JENNY,RAI,18-01-1934,M,F,jenny.rainobethanalytics.com,80000,4,Graduate Degree,Management,Y
11276,MRS.,NANCY,CHAPMAN,19-09-1963,M,F,nancy.chapmannobethanalytics.com,80000,4,Partial College,Professional,Y
11277,MR.,CHARLES,JACKSON,10-06-1963,M,M,charles.jacksonnobethanalytics.com,80000,4,Partial College,Professional,Y
11278,MR.,JONATHAN,PHILLIPS,20-08-1963,S,M,jonathan.phillipsnobethanalytics.com,90000,0,Partial College,Professional,N
11279,MS.,AMANDA,COOK,12-09-1963,M,F,amanda.cooknobethanalytics.com,90000,0,Partial College,Professional,Y
11280,MR.,ROBERT,COLLINS,21-08-1963,M,M,robert.collinsnobethanalytics.com,90000,0,Partial College,Professional,Y
11281,MRS.,MEGAN,BARNES,10-10-1963,S,F,megan.barnesnobethanalytics.com,110000,4,Bachelors,Management,Y
11282,MR.,CHRISTIAN,THOMAS,16-01-1962,M,M,christian.thomasnobethanalytics.com,90000,5,Partial College,Professional,Y
11283,MR.,ARTURO,LAL,26-10-1962,M,M,arturo.lalnobethanalytics.com,110000,1,Bachelors,Management,Y
11284,MRS.,THERESA,SERRANO,27-03-1962,M,F,theresa.serranonobethanalytics.com,110000,1,Bachelors,Management,Y
11285,MR.,JEREMY,ANDERSON,19-03-1962,M,M,jeremy.andersonnobethanalytics.com,120000,1,Partial College,Professional,N
11286,MR.,HUNTER,GRIFFIN,03-03-1962,M,M,hunter.griffinnobethanalytics.com,170000,0,Graduate Degree,Management,Y
11287,MR.,HENRY,GARCIA,16-01-1961,M,M,henry.garcianobethanalytics.com,70000,5,Partial College,Professional,N
11288,MRS.,CINDY,SANCHEZ,16-09-1961,M,F,cindy.sancheznobethanalytics.com,110000,1,Bachelors,Management,Y
11289,MRS.,MARIA,CARTER,07-03-1961,M,F,maria.carternobethanalytics.com,130000,1,Bachelors,Management,Y
11290,MRS.,KATELYN,SANCHEZ,18-08-1961,M,F,katelyn.sancheznobethanalytics.com,130000,1,Bachelors,Management,Y
11291,MRS.,JENNA,WRIGHT,05-05-1961,M,F,jenna.wrightnobethanalytics.com,130000,1,Bachelors,Management,Y
11292,MR.,SETH,PHILLIPS,05-11-1961,S,M,seth.phillipsnobethanalytics.com,150000,1,Partial College,Professional,N
11293,MR.,LUKE,LONG,27-05-1955,S,M,luke.longnobethanalytics.com,60000,2,High School,Professional,N
11294,MR.,DALTON,CLARK,03-09-1955,M,M,dalton.clarknobethanalytics.com,60000,2,High School,Professional,N
11295,MRS.,TAYLOR,LEWIS,16-05-1954,S,F,taylor.lewisnobethanalytics.com,80000,2,Partial High School,Skilled Manual,Y
11296,MRS.,HALEY,RICHARDSON,07-10-1935,S,F,haley.richardsonnobethanalytics.com,50000,2,Graduate Degree,Management,Y
11297,MR.,NOAH,COLEMAN,02-02-1935,S,M,noah.colemannobethanalytics.com,70000,4,Graduate Degree,Management,Y
11298,MR.,JON,LUO,03-03-1935,M,M,jon.luonobethanalytics.com,70000,4,Graduate Degree,Management,Y
11299,MR.,ORLANDO,VAZQUEZ,01-04-1936,M,M,orlando.vazqueznobethanalytics.com,70000,4,Graduate Degree,Management,Y
11300,MR.,FERNANDO,BARNES,03-03-1960,M,M,fernando.barnesnobethanalytics.com,80000,5,Partial College,Professional,N
11301,MR.,CAMERON,RODRIGUEZ,09-06-1960,M,M,cameron.rodrigueznobethanalytics.com,80000,5,Partial College,Professional,Y
11302,MR.,SPENCER,RUSSELL,12-12-1960,S,M,spencer.russellnobethanalytics.com,90000,4,High School,Professional,N
11303,MRS.,JULIA,COLEMAN,11-10-1960,S,F,julia.colemannobethanalytics.com,90000,4,High School,Professional,N
11304,MS.,JULIA,GARCIA,17-03-1960,M,F,julia.garcianobethanalytics.com,100000,0,Partial College,Professional,Y
11305,MR.,SEAN,EVANS,19-06-1960,M,M,sean.evansnobethanalytics.com,110000,3,Partial College,Professional,N
11306,MR.,MICAH,ZHOU,22-06-1960,M,M,micah.zhounobethanalytics.com,110000,3,Partial College,Professional,N
11307,MR.,HUNTER,RODRIGUEZ,04-11-1954,M,M,hunter.rodrigueznobethanalytics.com,80000,2,Partial High School,Skilled Manual,Y
11308,MR.,IAN,GONZALES,05-03-1954,M,M,ian.gonzalesnobethanalytics.com,60000,2,High School,Professional,N
11309,MRS.,VICTORIA,LEWIS,12-06-1954,S,F,victoria.lewisnobethanalytics.com,60000,2,High School,Professional,Y
11310,MRS.,ERIN,SANDERS,09-07-1953,S,F,erin.sandersnobethanalytics.com,70000,3,Graduate Degree,Management,Y
11311,MRS.,GABRIELLE,LOPEZ,24-08-1953,S,F,gabrielle.lopeznobethanalytics.com,70000,3,Graduate Degree,Management,N
11312,MRS.,SARA,RICHARDSON,03-04-1953,S,F,sara.richardsonnobethanalytics.com,70000,3,Graduate Degree,Management,Y
11313,MR.,TREVOR,JENKINS,27-02-1953,S,M,trevor.jenkinsnobethanalytics.com,70000,3,Graduate Degree,Management,Y
11315,MRS.,HAILEY,WARD,01-10-1953,S,F,hailey.wardnobethanalytics.com,70000,3,Graduate Degree,Management,N
11316,MR.,LUKE,ALLEN,17-11-1953,M,M,luke.allennobethanalytics.com,60000,3,Graduate Degree,Management,Y
11317,MRS.,VICTORIA,RUSSELL,17-09-1952,S,F,victoria.russellnobethanalytics.com,40000,3,Partial College,Professional,N
11318,MRS.,JESSICA,WILSON,26-10-1952,S,F,jessica.wilsonnobethanalytics.com,40000,3,Partial College,Professional,N
11319,MRS.,JADE,BAILEY,27-04-1937,M,F,jade.baileynobethanalytics.com,70000,4,Graduate Degree,Management,N
11320,MRS.,MORGAN,HILL,26-06-1937,M,F,morgan.hillnobethanalytics.com,80000,4,Graduate Degree,Management,Y
11321,MR.,TERRANCE,RAMAN,08-07-1938,M,M,terrance.ramannobethanalytics.com,90000,5,Bachelors,Management,Y
11322,MRS.,SYDNEY,GARCIA,15-03-1938,M,F,sydney.garcianobethanalytics.com,90000,5,Bachelors,Management,Y
11323,MR.,JOSE,PATTERSON,20-06-1938,S,M,jose.pattersonnobethanalytics.com,120000,2,Graduate Degree,Management,Y
11324,MR.,ZACHARY,ANDERSON,14-05-1939,M,M,zachary.andersonnobethanalytics.com,90000,5,Bachelors,Management,Y
11325,MR.,ELIJAH,ROSS,02-07-1939,S,M,elijah.rossnobethanalytics.com,90000,5,Bachelors,Management,Y
11326,MR.,RAFAEL,XIE,26-06-1939,M,M,rafael.xienobethanalytics.com,130000,2,Bachelors,Management,Y
11327,MR.,JAIME,MORENO,04-03-1940,M,M,jaime.morenonobethanalytics.com,90000,5,Bachelors,Management,Y
11328,MR.,JULIAN,GRIFFIN,01-01-1940,M,M,julian.griffinnobethanalytics.com,90000,5,Bachelors,Management,Y
11329,MR.,ANDY,ALVAREZ,25-07-1940,S,M,andy.alvareznobethanalytics.com,90000,5,Bachelors,Management,Y
11330,MR.,RYAN,THOMPSON,13-05-1940,M,M,ryan.thompsonnobethanalytics.com,110000,2,Graduate Degree,Management,Y
11331,MRS.,SAMANTHA,JENKINS,06-07-1968,M,F,samantha.jenkinsnobethanalytics.com,90000,4,Partial College,Skilled Manual,Y
11332,MRS.,DEANNA,RAMOS,04-10-1962,S,F,deanna.ramosnobethanalytics.com,10000,1,Graduate Degree,Manual,Y
11333,MRS.,EMILY,MILLER,10-07-1962,M,F,emily.millernobethanalytics.com,20000,1,Graduate Degree,Clerical,Y
11334,MRS.,NICOLE,BROWN,22-03-1961,M,F,nicole.brownnobethanalytics.com,10000,1,Bachelors,Manual,Y
11335,MRS.,CARLA,RAMAN,24-06-1961,M,F,carla.ramannobethanalytics.com,10000,1,Bachelors,Manual,Y
11336,MR.,SHAUN,RAJI,12-03-1962,M,M,shaun.rajinobethanalytics.com,20000,1,Graduate Degree,Clerical,Y
11337,MR.,JEROME,ROMERO,21-09-1961,M,M,jerome.romeronobethanalytics.com,10000,1,Bachelors,Manual,Y
11338,MR.,FRANK,NAVARRO,10-08-1961,M,M,frank.navarronobethanalytics.com,20000,1,Graduate Degree,Clerical,Y
11339,MR.,DENNIS,SHE,08-07-1961,S,M,dennis.shenobethanalytics.com,20000,1,Graduate Degree,Clerical,Y
11340,MRS.,MELODY,MUNOZ,06-04-1936,M,F,melody.munoznobethanalytics.com,10000,1,Graduate Degree,Clerical,Y
11341,MR.,RANDY,ZENG,21-08-1936,M,M,randy.zengnobethanalytics.com,20000,1,Graduate Degree,Clerical,Y
11342,MR.,MARSHALL,WANG,11-03-1962,M,M,marshall.wangnobethanalytics.com,30000,5,Graduate Degree,Clerical,Y
11343,MR.,ARTHUR,CARLSON,13-09-1958,M,M,arthur.carlsonnobethanalytics.com,10000,1,Bachelors,Manual,Y
11344,MRS.,JESSIE,JIMENEZ,24-07-1957,M,F,jessie.jimeneznobethanalytics.com,10000,1,Partial College,Manual,Y
11345,MRS.,ROBIN,RAMOS,12-03-1957,S,F,robin.ramosnobethanalytics.com,10000,1,Partial College,Manual,Y
11346,MRS.,DEANNA,GUTIERREZ,22-05-1955,S,F,deanna.gutierreznobethanalytics.com,10000,2,Partial College,Manual,Y
11347,MR.,ROY,NAVARRO,23-12-1955,M,M,roy.navarronobethanalytics.com,10000,2,Partial College,Manual,Y
11348,MR.,SHAWN,RAI,22-09-1955,M,M,shawn.rainobethanalytics.com,10000,2,Partial College,Manual,Y
11349,MRS.,MINDY,LUO,03-09-1954,M,F,mindy.luonobethanalytics.com,10000,2,Partial College,Manual,Y
11350,MRS.,CARA,ZHOU,14-01-1937,M,F,cara.zhounobethanalytics.com,30000,1,Graduate Degree,Clerical,Y
11351,MRS.,ANNE,RAMOS,06-04-1939,S,F,anne.ramosnobethanalytics.com,20000,1,Bachelors,Clerical,Y
11352,MR.,RAYMOND,RODRIGUEZ,07-03-1940,M,M,raymond.rodrigueznobethanalytics.com,10000,2,Partial College,Manual,Y
11353,MRS.,CARRIE,ORTEGA,11-06-1941,S,F,carrie.orteganobethanalytics.com,30000,1,Bachelors,Clerical,Y
11354,MRS.,DEANNA,SUAREZ,23-02-1942,M,F,deanna.suareznobethanalytics.com,20000,1,Partial College,Manual,Y
11355,MR.,ROBERTO,GUTIERREZ,28-12-1942,M,M,roberto.gutierreznobethanalytics.com,40000,1,Graduate Degree,Clerical,Y
11356,MR.,TERRENCE,CARSON,27-05-1980,S,M,terrence.carsonnobethanalytics.com,10000,0,Partial College,Manual,N
11357,MR.,RAMON,YE,23-03-1979,S,M,ramon.yenobethanalytics.com,10000,0,Partial College,Manual,N
11358,MS.,CYNTHIA,MALHOTRA,11-11-1978,S,F,cynthia.malhotranobethanalytics.com,10000,0,Partial College,Manual,N
11359,MR.,JARROD,PRASAD,04-09-1978,S,M,jarrod.prasadnobethanalytics.com,10000,0,Partial College,Manual,N
11360,MR.,TYRONE,SERRANO,02-08-1978,S,M,tyrone.serranonobethanalytics.com,10000,0,Partial College,Manual,Y
11361,MS.,CINDY,RAMOS,28-04-1977,M,F,cindy.ramosnobethanalytics.com,10000,0,High School,Manual,Y
11362,MR.,DAMIEN,SHAN,11-11-1977,M,M,damien.shannobethanalytics.com,10000,0,High School,Manual,N
11363,MR.,JULIAN,ROSS,20-10-1977,S,M,julian.rossnobethanalytics.com,10000,0,High School,Manual,N
11365,MRS.,BRITTNEY,SUN,09-06-1979,S,F,brittney.sunnobethanalytics.com,10000,1,High School,Manual,N
11366,MS.,VIRGINIA,PATEL,25-10-1979,M,F,virginia.patelnobethanalytics.com,20000,0,Bachelors,Clerical,Y
11367,MR.,CALVIN,NARA,22-02-1979,M,M,calvin.naranobethanalytics.com,20000,0,Bachelors,Clerical,Y
11368,MR.,EDWARD,MILLER,25-11-1978,S,M,edward.millernobethanalytics.com,10000,1,High School,Manual,N
11369,MS.,ASHLEE,TANG,04-08-1978,M,F,ashlee.tangnobethanalytics.com,20000,0,Bachelors,Clerical,N
11370,MS.,ALICIA,XU,01-04-1978,M,F,alicia.xunobethanalytics.com,20000,0,Bachelors,Clerical,Y
11371,MS.,LACEY,JAI,27-05-1978,M,F,lacey.jainobethanalytics.com,20000,0,Bachelors,Clerical,Y
11372,MS.,WENDY,ROMERO,15-05-1978,S,F,wendy.romeronobethanalytics.com,20000,0,Bachelors,Clerical,Y
11373,MRS.,CARLY,LUO,20-09-1943,M,F,carly.luonobethanalytics.com,30000,1,Bachelors,Clerical,Y
11374,MR.,JIMMY,ORTEGA,28-06-1943,S,M,jimmy.orteganobethanalytics.com,30000,1,Bachelors,Clerical,Y
11375,MR.,FRANCISCO,MARTINEZ,09-05-1943,M,M,francisco.martineznobethanalytics.com,30000,1,Bachelors,Clerical,Y
11376,MR.,LANCE,VAZQUEZ,10-06-1943,S,M,lance.vazqueznobethanalytics.com,40000,1,Graduate Degree,Clerical,Y
11377,MR.,DAVID,ROBINETT,23-02-1961,M,M,david.robinettnobethanalytics.com,30000,4,Graduate Degree,Clerical,Y
11378,MRS.,SHANNON,LIANG,22-05-1960,S,F,shannon.liangnobethanalytics.com,10000,1,High School,Manual,N
11379,MR.,GARY,VAZQUEZ,18-11-1959,M,M,gary.vazqueznobethanalytics.com,10000,1,High School,Manual,Y
11380,MR.,MITCHELL,KUMAR,02-03-1959,S,M,mitchell.kumarnobethanalytics.com,20000,2,Partial College,Manual,Y
11381,MRS.,MEREDITH,RAMAN,22-08-1959,M,F,meredith.ramannobethanalytics.com,20000,2,Partial College,Manual,Y
11382,MR.,EDWARD,PATTERSON,19-01-1958,M,M,edward.pattersonnobethanalytics.com,20000,2,Partial College,Manual,Y
11384,MRS.,TIFFANY,WANG,16-10-1960,M,F,tiffany.wangnobethanalytics.com,30000,3,Bachelors,Clerical,Y
11385,MR.,MIGUEL,ALLEN,11-08-1960,S,M,miguel.allennobethanalytics.com,30000,3,Bachelors,Clerical,Y
11387,MRS.,MEGAN,RAMIREZ,02-06-1959,S,F,megan.ramireznobethanalytics.com,40000,3,Graduate Degree,Clerical,Y
11388,MR.,JOSEPH,MARTIN,24-07-1959,M,M,joseph.martinnobethanalytics.com,40000,3,Graduate Degree,Clerical,Y
11389,MR.,KARL,SHAN,24-04-1970,S,M,karl.shannobethanalytics.com,10000,1,High School,Manual,N
11390,MRS.,CHRISTINE,RAJI,19-10-1970,S,F,christine.rajinobethanalytics.com,10000,1,High School,Manual,N
11391,MRS.,LINDSAY,XIE,27-12-1970,S,F,lindsay.xienobethanalytics.com,10000,2,High School,Manual,Y
11392,MR.,WILLIE,ZHAO,07-02-1970,S,M,willie.zhaonobethanalytics.com,10000,2,High School,Manual,Y
11393,MR.,KURT,PAL,17-01-1969,S,M,kurt.palnobethanalytics.com,10000,2,High School,Manual,Y
11394,MR.,GEORGE,MCDONALD,23-10-1969,S,M,george.mcdonaldnobethanalytics.com,10000,2,High School,Manual,Y
11395,MS.,BETH,GUTIERREZ,18-10-1970,S,F,beth.gutierreznobethanalytics.com,30000,0,Bachelors,Clerical,Y
11396,MR.,IAN,LOPEZ,05-10-1969,M,M,ian.lopeznobethanalytics.com,10000,2,High School,Manual,N
11397,MS.,LATOYA,SHAN,04-06-1969,S,F,latoya.shannobethanalytics.com,20000,0,Partial College,Manual,N
11398,MR.,COLIN,NATH,09-09-1969,S,M,colin.nathnobethanalytics.com,30000,0,Bachelors,Clerical,Y
11399,MRS.,BRENDA,MEHTA,04-08-1969,S,F,brenda.mehtanobethanalytics.com,30000,1,Bachelors,Clerical,Y
11400,MR.,FRANKLIN,RAJI,19-04-1969,S,M,franklin.rajinobethanalytics.com,40000,0,Graduate Degree,Clerical,Y
11401,MS.,LINDA,NAVARRO,26-08-1969,M,F,linda.navarronobethanalytics.com,40000,0,Graduate Degree,Clerical,Y
11402,MS.,KELLI,CAI,20-11-1969,M,F,kelli.cainobethanalytics.com,40000,0,Graduate Degree,Clerical,Y
11403,MS.,NANCY,SCHMIDT,09-01-1969,S,F,nancy.schmidtnobethanalytics.com,40000,0,Graduate Degree,Clerical,Y
11404,MRS.,MEGAN,TAYLOR,01-01-1952,S,F,megan.taylornobethanalytics.com,10000,3,Partial College,Manual,N
11405,MRS.,BONNIE,GOEL,17-02-1952,S,F,bonnie.goelnobethanalytics.com,10000,3,Partial College,Manual,N
11406,MRS.,LATOYA,XU,03-07-1952,M,F,latoya.xunobethanalytics.com,20000,2,Partial College,Manual,Y
11407,MR.,MARIO,SHE,02-04-1952,M,M,mario.shenobethanalytics.com,20000,2,Partial College,Manual,Y
11408,MR.,DARREN,GILL,14-05-1953,M,M,darren.gillnobethanalytics.com,10000,2,High School,Manual,N
11409,MRS.,JACQUELINE,HAYES,05-03-1968,S,F,jacqueline.hayesnobethanalytics.com,10000,2,High School,Manual,Y
11410,MR.,MAURICE,GOEL,25-08-1968,M,M,maurice.goelnobethanalytics.com,20000,1,Partial College,Manual,Y
11411,MR.,DEVIN,ROSS,12-02-1954,M,M,devin.rossnobethanalytics.com,80000,3,Partial College,Professional,N
11412,MRS.,SYDNEY,BRYANT,09-04-1954,S,F,sydney.bryantnobethanalytics.com,80000,4,Partial College,Professional,Y
11413,MRS.,MEGAN,STEWART,15-04-1954,M,F,megan.stewartnobethanalytics.com,80000,4,Partial College,Professional,N
11414,MR.,IAN,RICHARDSON,18-03-1954,S,M,ian.richardsonnobethanalytics.com,80000,4,Partial College,Professional,Y
11415,MR.,RANDY,SHE,05-06-1944,S,M,randy.shenobethanalytics.com,90000,5,Partial College,Professional,N
11416,MRS.,KATRINA,BECKER,19-03-1945,M,F,katrina.beckernobethanalytics.com,60000,3,Partial High School,Skilled Manual,Y
11417,MRS.,LACEY,ZHENG,26-02-1945,M,F,lacey.zhengnobethanalytics.com,70000,5,High School,Professional,Y
11418,MR.,RAFAEL,HU,09-02-1945,S,M,rafael.hunobethanalytics.com,90000,5,Partial College,Professional,N
11419,MR.,KYLE,SCOTT,18-02-1945,M,M,kyle.scottnobethanalytics.com,150000,3,Graduate Degree,Management,Y
11420,MR.,JORDAN,TURNER,12-07-1946,M,M,jordan.turnernobethanalytics.com,100000,2,Bachelors,Management,Y
11421,MRS.,AMY,SUN,19-07-1946,M,F,amy.sunnobethanalytics.com,110000,3,Bachelors,Management,Y
11422,MR.,DUSTIN,DENG,01-09-1946,M,M,dustin.dengnobethanalytics.com,170000,4,Bachelors,Management,Y
11423,MRS.,JASMINE,STEWART,05-11-1954,M,F,jasmine.stewartnobethanalytics.com,80000,4,Partial College,Professional,N
11424,MRS.,PAMELA,GARCIA,07-12-1953,M,F,pamela.garcianobethanalytics.com,80000,4,Partial College,Professional,Y
11425,MRS.,ARIANA,GRAY,06-08-1954,M,F,ariana.graynobethanalytics.com,90000,4,High School,Professional,Y
